date,max_temp(C),min_temp(C),avg_temp(C)
2023-09-22 00:00:00+00:00,,,
2023-09-23 00:00:00+00:00,,,
2023-09-24 00:00:00+00:00,,,
2023-09-25 00:00:00+00:00,,,
2023-09-26 00:00:00+00:00,,,
2023-09-27 00:00:00+00:00,,,
2023-09-28 00:00:00+00:00,,,
2023-09-29 00:00:00+00:00,12.0,10.9,11.4
2023-09-30 00:00:00+00:00,12.2,11.1,11.6
2023-10-01 00:00:00+00:00,12.3,11.1,11.7
2023-10-02 00:00:00+00:00,12.4,11.3,11.9
2023-10-03 00:00:00+00:00,11.8,11.6,11.7
2023-10-04 00:00:00+00:00,12.7,11.6,12.1
2023-10-05 00:00:00+00:00,12.5,11.7,12.0
2023-10-06 00:00:00+00:00,12.5,11.8,12.1
2023-10-07 00:00:00+00:00,12.6,12.0,12.2
2023-10-08 00:00:00+00:00,13.2,12.0,12.5
2023-10-09 00:00:00+00:00,12.5,12.1,12.3
2023-10-10 00:00:00+00:00,12.6,12.1,12.3
2023-10-11 00:00:00+00:00,12.5,12.1,12.4
2023-10-12 00:00:00+00:00,13.0,12.4,12.5
2023-10-13 00:00:00+00:00,12.9,12.4,12.6
2023-10-14 00:00:00+00:00,13.0,12.4,12.7
2023-10-15 00:00:00+00:00,13.4,12.6,12.8
2023-10-16 00:00:00+00:00,13.9,13.4,13.7
2023-10-17 00:00:00+00:00,14.1,13.8,13.9
2023-10-18 00:00:00+00:00,14.3,13.9,14.1
2023-10-19 00:00:00+00:00,14.7,14.3,14.5
2023-10-20 00:00:00+00:00,14.9,14.6,14.8
2023-10-21 00:00:00+00:00,14.9,14.7,14.8
2023-10-22 00:00:00+00:00,14.8,14.6,14.8
2023-10-23 00:00:00+00:00,14.7,14.6,14.6
2023-10-24 00:00:00+00:00,14.6,14.4,14.5
2023-10-25 00:00:00+00:00,14.4,14.2,14.3
2023-10-26 00:00:00+00:00,14.2,13.8,14.1
2023-10-27 00:00:00+00:00,13.9,13.6,13.8
2023-10-28 00:00:00+00:00,13.6,13.3,13.5
2023-10-29 00:00:00+00:00,13.7,13.3,13.4
2023-10-30 00:00:00+00:00,13.5,13.1,13.3
2023-10-31 00:00:00+00:00,13.2,12.6,13.0
2023-11-01 00:00:00+00:00,12.9,12.4,12.6
2023-11-02 00:00:00+00:00,12.9,12.7,12.8
2023-11-03 00:00:00+00:00,12.8,12.7,12.7
2023-11-04 00:00:00+00:00,12.7,12.4,12.6
2023-11-05 00:00:00+00:00,12.4,12.3,12.4
2023-11-06 00:00:00+00:00,12.4,11.9,12.2
2023-11-07 00:00:00+00:00,11.9,11.7,11.8
2023-11-08 00:00:00+00:00,11.8,10.9,11.4
2023-11-09 00:00:00+00:00,10.9,10.5,10.7
2023-11-10 00:00:00+00:00,10.5,10.2,10.3
2023-11-11 00:00:00+00:00,10.2,10.0,10.1
2023-11-12 00:00:00+00:00,10.2,10.1,10.2
2023-11-13 00:00:00+00:00,10.1,10.0,10.0
2023-11-14 00:00:00+00:00,10.1,9.8,9.9
